"k" "absresidrel" "runtimeb" "runtimea"
"1" 3 340377.217582259 7.69736873099 2.890627924
"2" 4 518456.44942624 9.17715929301 4.28433272634
"3" 5 8508.18195723255 9.29576583999 4.37285701622
"4" 6 21683.9628058239 9.35414670505 4.42275841271
"5" 7 89.3107630869155 7.88183618927 3.06002623366
"6" 8 42.8146165288837 9.41102729567 4.56036056949
"7" 9 2.72436912226432 9.54745131919 4.6176615673
"8" 10 0.101999315090421 9.65869296069 4.7885233476
"9" 11 0.0206410141976101 9.72784944999 4.74604987938
"10" 12 0.0225859485839249 9.80177135124 4.89536430984
"11" 13 0.019680527819478 9.82393582649 4.85527626037
"12" 14 0.0558735616519552 8.21764202566 3.42454402768
"13" 15 0.0252897925783714 8.25451263271 3.4669363834
"14" 16 0.017005262997906 8.28499142779 3.50489832315
"15" 17 0.015989207479379 10.23670135359 5.31583024805
"16" 18 0.0125228390736179 8.47044016675 3.61709641024
"17" 19 0.0140746372813269 10.31292071559 5.48114636402
"18" 20 0.0126431603113938 8.47662588223 3.68673254891
"19" 25 0.00706902357808338 8.51783401919 3.73916135628
"20" 30 0.00453424116071423 8.57497487613 3.77812357533
"21" 35 0.00180236043255634 9.5383423425 3.73150098
"22" 40 0.00144527868598639 8.26665883047 2.37902766251
"23" 45 0.000853615837708518 7.36268807977 1.53510444301
"24" 50 0.000130507769102923 6.95124459461 1.05783730249
"25" 51 2.41913766850118e-05 6.81676101302 0.99099892427
"26" 52 0.000163378905989956 6.75591034087 0.98813511187
"27" 53 4.94875676846516e-06 6.57959504229 0.87737057232
"28" 54 4.98819758350167e-13 6.32056129373 0.63811643173
