"k" "absresidrel" "runtimeb" "runtimea"
"1" 3 0.000122145411388245 5.588973696 0.00803869
"2" 3 0.000111742097496544 5.574122095 0.008489919
"3" 3 0.000115500343986165 5.627420822 0.008907435
"4" 3 0.000111543323678023 5.520361943 0.008967197
"5" 3 0.000115355724055567 5.497839352 0.009930564
"6" 3 0.000110627758647637 5.574427174 0.007780034
"7" 3 0.000113612196204969 5.57563397 0.008579479
"8" 3 0.000100276658889607 5.624392324 0.00861452
"9" 3 0.000115550510496285 5.566059282 0.009307972
"10" 3 0.000120346102944791 5.640717332 0.008456268
"11" 3 9.87407982908777e-05 5.634043924 0.008400206
"12" 3 0.000111069427173965 5.855113473 0.025488426
"13" 3 0.000118866639891957 5.523805242 0.008211613
"14" 3 0.00011887289551451 5.509938577 0.008147031
"15" 3 0.000117330716641669 5.532100763 0.008338373
"16" 3 0.000127941733823314 5.515992128 0.00912302
"17" 3 0.000120447405592781 5.458345473 0.008856571
"18" 3 0.000107624605331829 5.438401165 0.0384992
"19" 3 0.000114733407964429 5.48396766 0.009319673
"20" 3 0.00012725497769939 5.594622781 0.008666038
"21" 3 0.000121167860205937 5.591744795 0.007709905
"22" 3 0.000118201400081954 5.591995162 0.008723618
"23" 3 0.000108718971088279 5.609656413 0.008484977
"24" 3 0.000108283339375062 5.543062222 0.008374744
"25" 3 0.000108785121005077 5.576286404 0.00830832
"26" 3 0.000115136868232855 5.570189515 0.008806815
"27" 3 0.000115825312745815 5.542998536 0.008396817
"28" 3 0.000114641471374683 5.618921518 0.007866251
"29" 3 0.000109886522631857 5.582313685 0.008154849
"30" 3 0.000124557234888164 5.643750862 0.008560958
"31" 3 0.00012295315218022 5.597401019 0.009025251
"32" 3 0.000113654242887085 5.805914794 0.01031513
"33" 3 0.000109222885763893 5.560971023 0.007547961
"34" 3 0.000106972270061979 5.56321823 0.009477339
"35" 3 0.000102626137305477 5.585204009 0.008127354
"36" 3 0.000118094841971473 5.496091775 0.009161179
"37" 3 0.000124964059680728 5.468688601 0.008904202
"38" 3 0.000111759472972462 5.477754717 0.008923714
"39" 3 0.000111609143535335 5.489011552 0.007821434
"40" 3 0.000109405743835192 5.618944471 0.008460688
"41" 3 0.000114017309034542 5.628566928 0.008058656
"42" 3 0.000116106113976509 5.625434934 0.008713974
"43" 3 0.000113831384375834 5.651591607 0.008744952
"44" 3 0.000125775904493557 5.54550943 0.007719185
"45" 3 0.000111220180354163 5.551682288 0.008536054
"46" 3 0.000111150358925026 5.546458583 0.008666532
"47" 3 0.000119831685606906 5.492585056 0.008443276
"48" 3 0.000109794950319023 5.627149267 0.009833385
"49" 3 0.000102708020144586 5.613236529 0.007494143
"50" 3 0.00010485261292902 5.615023846 0.008747672
"51" 3 0.000120143384601902 5.581117608 0.008548292
"52" 3 0.000111201600817457 5.843518183 0.009237991
"53" 3 0.000124042236289672 5.580476647 0.008713384
"54" 3 0.000125982675723891 5.592988339 0.00828194
"55" 3 0.000118757503231502 5.588015281 0.00862088
"56" 3 0.000116207632286883 5.497573255 0.008659425
"57" 3 0.000121363904186999 5.436398563 0.053614087
