"k" "absresidrel" "runtimeb" "runtimea"
"1" 3 0.000143932491654429 6.27680843918 0.01619942323
"2" 4 9.7748479715025e-05 6.25902375112 0.01502073353
"3" 5 1.19119832246671e-14 6.32759075462 0.00430851769
