"k" "absresidrel" "runtimeb" "runtimea"
"137" 4 475295.606894945 12.038227023 6.713632875
"138" 4 1109061.79873471 11.915668303 6.551112279
"139" 4 384162.964987617 12.063960343 6.714157669
"140" 4 753424.582987255 12.197805002 6.768121894
"141" 4 1092736.05135241 12.225003592 6.721115558
"142" 4 253677.170992424 12.295474206 6.749317573
"143" 4 2385453.89534892 12.166129731 6.674192978
"144" 4 2071940.35790802 12.267790606 6.877824764
"145" 4 2162296.92496474 12.149316017 6.762206742
"146" 4 387966.471241934 12.192799868 6.736473159
"147" 4 459800.344692524 12.047691535 6.629664067
"148" 4 1103549.43008635 12.374577986 6.900933519
"149" 4 482717.244141118 12.230084501 6.778795164
"150" 4 511841.045880784 12.41798406 6.941952275
"151" 4 944110.248164413 12.234813868 6.800656444
"152" 4 615019.239007537 12.934921959 6.879011809
"153" 4 647118.099309626 12.078581345 6.658727616
"154" 4 1320016.38402367 12.134998906 6.756151443
"155" 4 259226.205980851 12.293632285 6.797080125
"156" 4 165605.926330629 12.244695853 6.895482107
"157" 4 461209.801811799 11.924529147 6.571261272
"158" 4 328384.449440702 11.984050174 6.594012984
"159" 4 501580.087569673 12.03105442 6.654343648
"160" 4 941960.26937532 12.199815887 6.765820705
"161" 4 598783.81526443 12.394391774 6.898005967
"162" 4 73364.3425514863 12.616889375 7.087393071
"163" 4 1104951.0867938 12.289819126 6.799920544
"164" 4 409818.483968739 12.421516942 7.004490136
"165" 4 254793.677101889 12.349080527 6.951687397
"166" 4 328695.251550174 12.246542884 6.869926716
"167" 4 321724.553880712 12.212939918 6.769489808
"168" 4 1342401.07731132 12.471148454 6.67557742
"169" 4 487511.614767844 12.331675991 6.795840806
"170" 4 569991.782853924 12.445005909 6.715514884
"171" 4 1695047.02101172 12.626156036 7.048945111
"172" 4 20291.2177700837 13.209593195 7.118745151
"173" 4 430077.978539512 12.329000647 6.648496894
"174" 4 638466.965891267 12.274580432 6.550105389
"175" 4 95237.3649851167 12.104988996 6.652209022
"176" 4 369443.022830702 12.139303663 6.499510376
"177" 4 284761.156063572 12.079345587 6.721895192
"178" 4 256293.556814917 12.276705942 6.841183378
"179" 4 297799.395370818 12.10210337 6.747710575
"180" 4 438059.370089831 12.114496974 6.63002699
"181" 4 619571.397465865 12.189845873 6.769803479
"182" 4 1692900.47258655 12.256816285 6.782747929
"183" 4 655927.430995926 12.584979014 6.771371321
"184" 4 339671.148168907 12.484028522 7.068604442
"185" 4 403528.182161427 12.197962774 6.829486166
"186" 4 1181850.73297801 12.308439521 6.906343005
"187" 4 244277.552760893 12.32408661 6.909829689
"188" 4 1036928.27468116 12.425441068 6.873278814
"189" 4 168386.244859092 12.38511388 6.920180282
"190" 4 738550.920812745 12.458798917 6.955614259
"191" 4 890773.497187459 12.33820826 6.88562831
"192" 4 446096.399716499 13.136827626 7.019799089
"193" 4 1050822.02955259 12.368537476 6.895679992
"194" 4 708037.461576967 12.248463662 6.504006482
"195" 4 105401.603772684 12.469634329 6.873466874
"196" 4 621634.577026017 12.044224325 6.684708229
"197" 4 1062611.12813314 12.219741277 6.842767938
"198" 4 720613.514555209 12.302072727 6.664938029
"199" 4 673884.534353788 11.979247509 6.615931804
"200" 4 661001.788588175 12.373490612 6.850370663
"201" 5 8203.20833515223 13.622030531 8.12358982
"202" 5 16375.0785267528 13.781510086 8.28487036
"203" 5 17559.5119088956 13.793295463 8.287852653
"204" 5 11004.3848764386 13.614736382 8.099421424
"205" 5 4930.65633012472 13.498683553 8.029336665
"206" 5 11223.8127881276 13.451783632 8.018531026
"207" 5 15769.1581067958 13.403134862 7.982023155
"208" 5 6046.86456945055 13.75812341 8.258734609
"209" 5 5186.20865141688 13.748176761 8.244085296
"210" 5 15694.1058037332 13.819981976 8.335681163
"211" 5 9357.00414535843 13.817285564 8.296780723
"212" 5 3994.09325676378 14.338746938 8.236717934
"213" 5 5189.28525760198 13.352165062 7.913085246
"214" 5 7138.84369144255 13.285560287 7.895545917
"215" 5 5478.39988909716 13.343151781 7.897887424
"216" 5 17293.1433133922 13.401050469 8.098977535
"217" 5 9108.79490420645 13.446788063 8.125649456
"218" 5 3719.97604799464 13.283986091 7.952489377
"219" 5 5496.63062571863 13.197574994 7.872837507
"220" 5 16649.5203585273 13.357143137 7.979093155
"221" 5 5471.85974203611 13.69175213 8.194368409
"222" 5 5999.98091356149 13.821976241 8.305893183
"223" 5 8207.25829781428 13.498462914 8.006850399
"224" 5 27933.3855306188 13.609678573 8.202001861
"225" 5 7069.06888764743 13.846449251 8.431353554
"226" 5 6119.30254700885 13.511078223 8.098445135
"227" 5 15691.8250962961 13.561993398 8.147054555
"228" 5 5207.9451738037 13.818505154 8.288292685
"229" 5 3685.3702998996 13.834600966 8.35136919
"230" 5 6559.96283457452 13.644327548 8.168040417
"231" 5 6642.74417342746 13.861590574 8.294156932
"232" 5 2826.84282051523 14.36148674 8.275893432
"233" 5 18337.4351712094 13.256766339 7.809635022
"234" 5 21291.595357204 13.543468654 8.103979581
"235" 5 8902.80373172075 13.824734033 8.382333344
"236" 5 18602.9688871854 13.587870297 8.21006105
"237" 5 8612.95802953057 13.352608587 7.944897226
"238" 5 19122.5410166446 13.565267081 8.174330314
"239" 5 6154.45151771579 13.306022743 7.912163163
"240" 5 12425.7843479605 13.416261951 7.932972215
"241" 5 19516.1657926963 13.524513789 8.062184942
"242" 5 4356.97576741733 13.437255039 7.949956822
"243" 5 39981.2443061833 13.608175218 8.128656683
"244" 5 33119.4042472468 13.506227751 8.077375544
"245" 5 35566.4499577288 13.425557397 7.983070723
"246" 5 6465.18372774528 13.419078229 7.956004396
"247" 5 7958.22654391089 13.494334479 8.075794692
"248" 5 19043.479805564 14.004705214 8.524351795
"249" 5 8113.05545695052 13.550491884 8.095963715
"250" 5 8695.29507397792 14.10343533 8.609342006
"251" 5 15928.2216569607 13.60420585 8.046110545
"252" 5 10237.6426282759 14.340921488 8.24948287
"253" 5 11796.9460879089 13.537968053 8.072586063
"254" 5 22157.3174268915 13.486810573 8.085433391
"255" 5 4271.42669115216 13.524520311 8.060009427
"256" 5 2778.16438705146 13.533560437 7.825768542
"257" 5 7523.02752014722 13.382442135 8.007841097
"258" 5 5553.01717730104 13.408489239 8.053137913
"259" 5 8519.66925707268 13.233357877 7.859196529
"260" 5 15505.1552314087 13.66869474 8.210076753
"261" 5 10338.1247982732 13.594788597 8.111073264
"262" 5 1253.20622958834 13.752344278 8.242955963
"263" 5 18331.3903598774 13.672350069 8.106601167
"264" 5 7055.55527139505 13.580990005 8.183141688
"265" 5 4339.29941621506 13.484680278 8.051829884
"266" 5 5705.63193029421 13.484601862 8.028562321
"267" 5 5588.55981459585 13.415288 8.008589018
"268" 5 22488.2257612172 13.75497281 8.207944354
"269" 5 8131.29239595581 13.726478139 8.186138283
"270" 5 9746.3815883594 13.627650076 8.143247194
"271" 5 28024.0641401239 13.718904304 8.185870136
"272" 5 357.888109354455 14.106066684 8.038547781
"273" 5 7612.95535194978 13.521798189 8.09149978
"274" 5 11054.5907729013 13.380675327 7.95237514
"275" 5 1684.60446534129 13.525765312 8.149825917
"276" 5 6429.4258024987 13.249219213 7.850721628
"277" 5 4574.65793568234 13.171606508 7.779483243
"278" 5 4413.32349754296 13.208846391 7.840639587
"279" 5 5056.86226123912 13.250555955 7.90529314
